id,y
NXR,15.716771
NPK,85.79591
LGI,15.231397
GL,100.820625
JQC,7.160614
VTWV,106.309395
RHP,84.24676
ANGO,15.258362
CHRW,75.13385
CPS,27.314453
CTIB,0.6030983
GLP,19.561327
BGG,5.8068767
MAYS,33.248005
WRB,67.30391
CRMD,6.1354337
PTMN,1.9460388
DS,3.9794664
AVAV,58.527706
DXB,25.080706
IMO,24.750519
VTR,55.41184
CHKP,117.98718
XLNX,91.02873
PRIM,20.916306
AAWW,25.066387
RAND,2.8414245
JHX,19.689947
GLT,17.033476
AOD,8.294522
CPT,107.51774
EPD,26.309944
BCE,46.10603
AINV,15.223493
SB,1.5687143
CALM,42.71956
HAE,118.65607
IPHI,68.84025
GFY,16.264091
MLM,257.6157
UVSP,25.094444
REXN,1.9460388
IAG,3.5589259
SPGI,264.58145
PKX,47.257397
OSTK,7.611265
LMNR,18.503984
UEPS,3.5589259
SPB,61.112476
CLBS,2.812496
CBZ,25.982069
GIM,5.77238
ACWX,47.257397
JHI,16.769665
PTVCA,14.535994
SNOA,5.106172
CCU,18.478662
INFI,1.109551
LRCX,261.97733
TRV,134.26881
CME,203.6103
MSD,9.319562
LOAN,6.1354337
OPY,27.80946
FNV,96.55364
GOL,16.808685
SEM,21.467344
HIFS,192.01483
EGOV,22.185135
AON,198.6822
SMH,128.7802
GLBS,1.3568734
ETV,14.3789425
IRWD,11.927855
MGPI,45.980907
NOA,10.848224
FMS,36.68222
APA,23.201847
FRT,128.12666
YRCW,3.2718165
MBCN,24.722462
WYNN,118.498604
GDV,20.378288
URI,153.86913
JBSS,98.99634
CAH,54.693466
FMX,92.72879
RRC,3.9794664
UMBF,65.4734
BIO,362.5696
FCFS,78.52405
ASTE,37.622658
BHK,14.171121
PKG,109.17884
TNP,3.52193
PLBC,25.180325
VVUS,2.8414245
WSR,13.503523
BFC,68.41458
KFFB,7.2444434
JBT,106.20438
VONV,115.56143
LQDT,6.434538
TSCO,97.5838
EA,98.86112
CEQP,31.142765
FFNW,14.171121
BBBY,12.138335
NEON,1.4770384
BASI,4.086224
HPF,21.271585
WEX,197.38727
NTRS,105.60691
BCH,21.019833
EGF,12.777169
GPOR,2.812496
GILD,64.167435
PSL,71.2798
BJRI,40.293453
AMRB,15.030187
ARLP,10.545743
CDMO,5.106172
IEC,7.822074
MBT,9.319562
GCAP,4.0635505
KEQU,15.776033
HFWA,27.20753
KW,22.06714
MOV,24.035065
TFC,54.159576
FTC,70.97281
KELYA,21.285904
SHBI,16.264091
CBPO,116.365685
ZBH,143.60593
CLDB,22.06714
JBHT,116.365685
ABIO,5.106172
CHNR,1.9229766
MRCY,70.57781
PCM,11.1922
ZBRA,243.34
PHD,10.449058
KIRK,1.3568734
ASPS,17.940521
SCL,96.08403
DQ,37.997013
MSN,0.8971568
CSFL,25.014267
CGEN,5.5530434
IIM,15.231397
BAX,81.689415
CMC,20.497013
PII,96.55364
QNST,15.786457
MPC,62.18729
CHD,68.57547
ETFC,42.46498
CMU,4.73108
ELLO,12.97515
JEQ,7.5856943
FLWS,12.927395
BREW,16.215174
TRS,30.23945
NOV,21.510202
DEI,42.71956
PYZ,59.306503
SCKT,1.5687143
PRCP,4.73108
CNA,42.46498
HLIT,8.034695
GFI,5.106172
RLH,3.2860456
ORAN,16.08046
THC,31.295551
BDC,52.846554
MGRC,71.438484
DXLG,1.490938
BCLI,3.9794664
CHY,10.848224
MSGN,17.008041
OCC,3.2718165
PTEN,8.904848
ANTM,290.98087
EXPR,3.52193
PFSW,3.5589259
PSCU,49.955128
EMD,13.503523
RF,16.264091
EBF,19.742031
TGT,125.58753
LINC,1.5687143
LPX,29.366383
TWI,2.9165761
GDEN,17.848083
SRT,7.822074
HAFC,19.289545
MGI,3.0164607
NRK,13.037634
BLW,15.320939
H,78.238235
AEE,74.10537
PSTI,3.2718165
NYT,31.320286
BCO,90.83389
UONE,1.9460388
GLUU,5.106172
MFSF,38.92904
PNI,11.880715
ES,81.42401
CVI,44.35744
LIVE,8.045656
MLHR,47.481483
SMP,49.617558
PBBI,15.061646
TCFC,34.220966
HBCP,38.778816
MAGS,4.406992
SENEB,36.605335
SYK,201.73534
TGI,28.386896
AMAT,55.555508
MATX,36.772434
CAR,29.313025
DX,15.815976
MPWR,156.4479
BEN,26.7334
CDXC,3.5589259
WVFC,15.754418
ED,85.88668
MHE,13.503523
CBLI,0.6030983
TEVA,10.258258
AER,59.799072
SAND,6.530199
TUP,8.678192
FLUX,8.986678
ABMD,178.7843
MGIC,10.272864
VPG,33.171124
POWI,90.89783
CBFV,27.858047
PTSI,58.09047
BBK,15.09047
AP,3.2718165
LMAT,35.4164
PSEC,6.1677947
MA,283.07773
CZWI,11.880715
SSD,79.39547
PMD,8.972071
CNQ,26.7334
ACOR,1.9229766
CBSH,66.380264
CPRX,4.4296656
RCKY,27.099157
PML,15.320939
HSII,29.366383
CLRO,1.5687143
TPR,25.950392
VMBS,52.846554
VRML,0.7983258
AAP,158.02423
NR,6.1354337
CXE,5.106172
LSBK,15.030187
MARK,0.64154124
HRL,42.108414
ZIXI,7.2444434
BYM,13.595232
MITK,7.2700143
BOCH,11.1922
TIF,124.14963
RFP,3.5589259
CATY,36.51145
RMT,7.822074
SATS,41.88206
VCF,14.543898
BGY,5.5530434
CQP,40.100433
BLDP,6.6819644
FBP,10.272864
CTRN,18.731638
LTC,44.89335
TATT,5.106172
LBTYK,21.559542
MHH,8.693964
BVN,15.059706
SAP,135.70952
UTX,146.74904
CBU,65.8216
FISI,31.339495
RPM,72.67169
JOE,17.401047
FHI,32.853508
FLT,293.30728
QADB,35.808613
PNR,43.596836
LOW,117.98718
MDP,34.132015
SSBI,12.118936
ARKR,19.742031
BTA,12.449973
GSM,0.6030983
RIG,4.7537537
WTBA,24.007008
PLPC,70.109695
PKBK,20.976643
PGC,30.177778
BMRA,3.0164607
XOM,68.41458
AROW,35.4164
DAL,55.555508
DUC,8.904848
GBL,17.024092
BAH,71.219246
NHTC,5.5530434
SUP,2.9165761
TD,57.49013
DAC,5.817839
RDN,25.29815
NYV,13.918831
AUTO,2.4541755
IFGL,28.80051
WSTG,13.918831
LL,8.663585
JMM,7.160614
HRB,24.021326
CMTL,36.29281
FBIO,1.9229766
MIND,2.4295568
FANH,25.377213
QDEL,66.30308
LSTR,108.81288
SGLB,0.8971568
SCHW,48.181202
GCBC,27.80946
SRCE,50.899498
EPM,4.981515
IP,44.440845
BCV,24.722462
LYG,3.0164607
NTUS,31.37878
MDC,38.120964
SYN,0.50819707
PFH,6.519857
FFHL,3.52193
KAMN,63.741615
CLM,10.336865
USB,59.288418
EIG,41.92874
ENDP,4.7690864
SCS,17.764345
TREE,366.13138
DMLP,16.92265
JOB,0.50819707
WIRE,56.480328
PME,1.490938
TXN,116.365685
CLCT,26.358398
TVTY,22.008234
DRAD,3.0164607
NUE,54.159576
INDB,82.020485
BME,39.557552
CXDC,1.9229766
CTSH,63.266193
IEP,60.419445
SELF,4.0635505
QEP,3.2718165
MAIN,41.042267
AXTI,2.9985096
ESTE,4.406992
KLIC,23.507534
AUDC,22.824812
CCI,129.47794
GJT,20.916306
OCFC,23.493216
CM,82.97712
MCRI,44.45986
RBBN,2.8414245
ADP,167.31636
ADES,10.449058
NRO,5.5530434
OLED,191.7171
EFX,138.84447
BELFA,12.927395
RLI,96.41843
VER,9.334169
DFVS,26.12587
FSI,2.4541755
FRG,12.5339775
ARNA,46.721603
KVHI,10.9375
PLM,0.35497123
BXC,12.58828
SKX,40.053753
NSP,73.422005
LBAI,16.264091
EVY,12.948446
JBR,5.77238
AMSWA,15.815976
BGFV,2.4983745
VMO,12.118936
IUSG,65.105804
HSTM,27.80946
NGS,10.9375
RSSS,3.173611
MFIN,6.434538
KTP,6.6554556
IESC,20.529459
CYCC,0.6030983
VHI,1.9229766
AWK,118.91126
ITI,5.106172
TRI,71.037384
TSG,23.901072
NATR,9.76243
VIAC,38.9925
RECN,15.030187
VNO,60.89688
OLN,16.824736
TRQ,0.50819707
SHI,27.159075
VC,93.404945
ENZL,52.749126
ARCB,28.341656
GES,17.940521
OPOF,28.67377
MIC,40.995586
PSCM,44.35744
KBWY,29.366383
CORE,26.680517
ATO,107.51774
NRT,5.5530434
INUV,0.35497123
VKQ,12.118936
HMN,42.71956
UNT,0.7983258
TXMD,2.812496
UNH,274.67502
EMAN,0.3776334
CVV,3.5589259
CNBKA,86.23155
KB,38.961887
STL,20.497013
BLDR,25.080706
EDAP,4.859477
CTBI,43.451164
MHK,140.00478
CHT,37.351254
FMK,37.21695
MFV,6.1677947
WM,110.02046
CTB,27.20753
BANF,58.09047
GATX,81.83022
UBP,17.764345
EYPT,1.4770384
ATI,22.845943
DHX,3.173611
NVEC,62.336697
TNAV,5.5530434
EXPE,95.82378
CAI,23.969728
BYFC,1.548043
MFM,7.160614
IDA,105.631454
CEE,26.12587
GNW,4.0635505
BUD,79.28727
DVN,22.422565
TCX,54.825314
AMX,15.776033
FNHC,14.594462
GT,15.776033
HIBB,28.67435
KEM,26.893354
RAVN,34.055134
TRNO,55.555508
VBFC,35.05419
WYY,0.3776334
CXH,9.597893
AJRD,42.804623
FBHS,62.40904
GEN,1.5687143
RTH,118.498604
VIV,12.927395
LVS,59.51082
TCBK,37.947384
EBS,51.307125
SAIA,93.70648
AWF,11.880715
QQXT,56.423817
ASM,0.6030983
JAN,2.4983745
DRH,9.814411
PCYO,12.449973
CFFN,13.918831
NEO,24.287157
TGNA,15.038091
UAMY,0.50819707
UNF,205.30107
XRAY,56.832886
AHPI,1.0949078
HCCI,29.012253
TWIN,10.272864
CPE,3.5589259
DSPG,13.968678
MPV,16.264091
USAK,7.160614
ASA,11.966156
NSL,5.5530434
ESE,85.79591
PRTK,3.0164607
ENV,65.31595
PYT,20.916306
ITRI,79.84631
NKG,12.449973
WASH,50.899498
BANFP,26.309944
ICE,93.599785
BTG,3.52193
GEOS,14.336999
RLGT,5.106172
SHIP,0.50819707
XXII,1.109551
AIN,83.260086
PUI,33.171124
MLI,30.683823
GJH,9.814411
SPPI,8.663585
CNOB,24.73678
VMW,165.73456
DBI,16.08046
L,50.86097
KEY,18.731638
GUT,7.56877
INFY,9.597893
PGR,71.06536
ABEO,2.4983745
AMAG,10.522158
KO,52.043224
CAMP,10.449058
NNI,61.234547
IDN,6.6819644
DY,47.672695
DXF,1.4770384
CUK,41.014603
HST,16.769665
PIZ,27.20753
LOPE,84.426
PPIH,8.84597
TAIT,2.4983745
TER,62.18729
AKG,0.8971568
PZZA,61.168987
MVO,5.5530434
AMT,209.44913
CORV,2.4295568
NUAN,17.709274
LORL,34.18196
GOGL,5.5530434
PMT,22.309109
SAFM,158.90869
ACU,22.33276
EHI,9.3559675
JBN,6.1354337
EC,17.940521
GCV,5.5530434
GBR,1.3568734
NHI,77.01356
MRO,12.118936
IJT,180.7171
NAZ,13.037634
MUA,15.038091
WSFS,43.840706
SENEA,36.522263
GLNG,12.469373
MYJ,15.038091
PBH,37.351254
SSYS,18.783722
HII,246.58604
NTES,302.71906
RCS,8.904848
KTN,31.361052
SSKN,2.4541755
PRN,67.30391
SOHU,10.272864
PLX,2.4541755
PICO,10.9375
TOWN,27.20753
HCSG,24.73678
CHA,39.103756
AG,10.522158
MYC,13.918831
AVNW,13.929863
MLR,36.29281
TTGT,29.012253
AXE,85.137634
ETR,115.777916
ICUI,187.87526
REFR,3.52193
GOF,18.503984
SCD,13.503523
FXNC,19.742031
PFIS,48.285282
NKE,92.72879
CNSL,4.0635505
ABM,37.28264
PACW,37.351254
DXR,9.3559675
FNCB,8.140222
PTR,46.963787
TLRD,4.859477
REG,63.493385
CFBK,13.595232
DSWL,2.4541755
AMTD,47.44175
IO,8.860578
PCH,41.9977
PPG,124.66728
KMX,97.800255
FSP,8.294522
INWK,4.7537537
CROX,34.19941
NBY,0.64154124
PRO,58.01205
ACGL,41.02325
OVBC,37.291653
SPNS,22.144686
FAST,35.722054
LPTH,0.64154124
VKI,10.9375
VZ,59.306503
VGR,12.118936
ALV,81.37515
REX,91.48756
ISIG,0.8971568
BWEN,1.548043
CNI,89.318596
PEY,17.940521
RCI,46.721603
IMV,2.4295568
COO,306.4055
LAWS,49.11742
ITGR,74.38852
HTBK,12.118936
DGII,18.356594
TREC,7.8330364
GIII,28.277689
DPZ,284.14807
CSCO,44.544926
ERJ,17.049526
HYB,8.663585
MMT,5.794445
NTP,8.972071
LCI,8.678192
CAJ,26.781855
VBF,20.24522
NMY,13.037634
DMRC,32.065746
CTAS,252.45207
MSCI,257.74518
SGC,13.0874815
SHLO,3.9794664
PTE,3.173611
ICCC,4.859477
DXC,34.93802
FLL,3.173611
NKTR,20.954916
SNFCA,5.106172
NEM,37.977997
CIR,42.67288
TPZ,15.253012
MTSL,1.109551
TBBK,10.848224
HSC,22.04601
ATHE,1.0949078
CAF,20.497013
SEAC,3.5589259
TECK,15.716771
LUV,56.629486
BRID,25.094444
GTIM,1.5687143
ESCA,10.522158
FSLR,54.726555
NMI,11.185331
RP,54.783066
KMT,33.171124
ATRS,4.9588413
R,50.899498
ANIK,57.66057
TWO,13.929863
B,59.288418
DDF,13.960774
INVE,5.106172
VEON,2.4295568
CCL,43.451164
GLBZ,11.38016
EBAY,35.05419
TREX,85.747116
NHLD,2.812496
SNN,43.571167
GPS,16.769665
NNY,10.272864
UFS,36.369694
HAYN,35.808613
LAKE,10.272864
TMDI,0.7983258
COLM,91.02873
UBCP,12.118936
BHP,49.57903
NWBI,16.264091
SA,12.118936
HUM,332.02744
NZF,15.815976
HOLX,49.955128
AGM,79.62577
GSAT,0.43060294
LHX,198.6822
NYMT,5.794445
SPSC,56.330395
STT,72.97135
TTMI,12.927395
THTX,3.0164607
HCHC,1.9460388
SU,30.683823
DSS,0.3776334
NEPH,8.045656
MNKD,1.109551
EMR,73.04364
LII,248.39896
AVK,14.625374
HA,30.63988
MYN,12.927395
USA,6.400041
STBA,37.351254
HMG,12.927395
CRT,7.8330364
ZIOP,4.73108
MRVL,25.982069
HHS,3.2718165
GNTX,27.922014
PIE,18.599144
GPC,102.757126
CYAN,2.4541755
FAM,10.522158
WEC,88.52801
MICR,2.4295568
PAG,50.899498
DFVL,72.764244
TG,20.916306
FORD,1.0949078
MERC,11.880715
FWRD,69.443375
EXPD,75.00512
SCCO,37.351254
AKRX,4.002138
FGB,5.5530434
LECO,91.503235
DRI,114.258514
AIRT,22.12296
HURN,65.74134
SLP,34.391296
VRTX,217.37622
SIFY,1.3568734
FLS,48.285282
CAL,22.086458
KIM,20.497013
DOOR,68.33432
BAM,56.629486
AHT,2.4983745
HRZN,11.927855
SITC,14.522293
TCBI,57.49013
VALU,27.065693
ENLC,4.859477
TWMC,2.812496
LAZ,37.34224
VECO,13.545466
CERN,69.36046
BLE,15.030187
ETM,4.406992
USEG,3.5589259
ETH,17.061867
WTT,1.3568734
SKYW,61.168987
ABG,109.90303
BKD,7.160614
CARV,2.860061
DGICB,12.469373
GYC,22.353891
BMRC,44.80829
BMO,75.00512
MMAC,32.292152
NAII,8.045656
TLF,5.106172
TTI,1.3568734
CODI,22.144686
UPS,118.71394
FAF,62.09846
BKT,5.794445
NJV,13.595232
VTN,13.595232
SPXC,47.48773
EBSB,19.561327
SNPS,135.97592
PSCD,60.866356
CVCY,20.497013
RRGB,26.147427
CUZ,39.057076
C,74.29597
BVSN,2.4983745
TROX,10.937634
NUV,10.449058
ONEQ,332.8154
IGR,7.5856943
CHCO,79.10366
CHIC,22.826626
ASGN,65.18298
BND,83.91339
GLO,8.972071
MCK,152.74358
PRGS,40.995586
FTCS,58.527706
CMI,178.91573
HOV,20.335009
CWBC,10.522158
TQQQ,74.09095
SMG,99.12535
CTL,14.492774
HLF,44.807587
KBH,34.177246
VMC,138.80618
BPOP,54.159576
ESP,21.510202
RES,3.5589259
GVA,25.950392
SLGN,30.683823
UUUU,1.9460388
MIY,13.595232
GRF,7.8330364
MHD,16.867579
DFS,83.721054
IFEU,38.778816
RIBT,2.4541755
GE,11.421822
ORRF,21.510202
ONCS,1.9460388
CIGI,70.97281
GPN,178.50058
ALCO,33.392136
DIOD,44.826603
TRMK,34.055134
PPC,30.683823
VGZ,0.64154124
RUSHB,43.432148
VVI,62.178722
EPR,69.71779
PROV,21.48907
SLAB,104.08847
CRY,24.241133
SYNL,13.024069
FCN,106.309395
ROIC,17.401047
PWR,41.909725
TDC,26.7334
ECHO,19.20284
WSBF,17.940521
FLO,21.271585
GAB,5.794445
SOHO,6.1354337
CUBA,5.77238
BGR,10.848224
ANF,15.716771
AES,18.715588
K,63.413124
PRFT,41.88206
CASY,172.76765
BRFS,8.151183
CLGX,40.340134
RDWR,23.493216
ASRV,4.0635505
ALXN,111.78339
PYX,8.060265
CEO,151.22934
TPC,15.365525
SGMO,9.814411
MU,46.10603
HPI,22.06714
OBE,0.6030983
MMYT,25.28383
MCHP,91.698074
YUM,97.47313
EEFT,154.05812
GRIF,38.0933
MTX,52.846554
ALGN,275.47662
KLAC,159.12592
IBOC,41.37624
BKN,15.258362
GRA,67.30391
OFIX,44.405876
CNS,65.63363
DHI,53.872658
ODP,2.4295568
TOT,52.40366
TAP,51.307125
INFN,6.4225245
ETG,16.98507
FBIZ,24.336496
MTT,20.937437
NBIX,114.16822
CRF,10.272864
MTG,13.929863
INOD,1.3568734
ACLS,20.916306
UHS,138.80618
NTZ,1.4770384
LCII,102.757126
PSCI,69.62524
VTHR,139.96649
QRTEA,9.319562
MTR,7.2444434
VTWG,148.21736
MCN,6.1354337
NRIM,37.247562
GIB,81.5527
COG,16.319162
CBOE,124.021385
JMP,3.2718165
MHN,13.503523
NOVT,86.23155
CTHR,1.4770384
XEL,60.419445
CBRE,55.24454
GNMK,5.5530434
HEES,33.149567
AVB,209.44913
CECE,7.822074
TACT,11.194175
ASRT,0.7983258
MHI,11.880715
VERU,1.9460388
HOVNP,4.002138
PCF,8.2480955
JPC,9.814411
TCI,33.374405
SHOO,42.4183
TLK,28.80051
ASB,21.250454
CGA,3.2718165
SJT,2.4295568
STAA,37.19321
KWR,146.22055
TTNP,0.315285
ALNY,106.73255
DXCM,216.76083
DGX,105.631454
MAN,91.57832
T,37.381866
NAVB,0.7983258
STRL,13.9902935
GTLS,52.963398
UL,58.09047
SUNW,1.109551
HJV,6.1354337
GPRE,15.313035
CSGP,610.9342
SIGI,64.32488
LLY,115.444
PRGO,48.743744
CVX,118.20367
ACTG,3.0164607
DVA,72.40957
NIE,22.04601
WLTW,188.3746
FTF,8.972071
MSI,165.60596
ROST,111.83507
VPV,13.503523
MSEX,61.199512
LMNX,20.529459
TXT,46.10603
EAT,43.46948
QUIK,4.002138
VMM,12.927395
HUBG,51.37839
DSGX,42.4183
IFV,19.549885
FAD,75.00512
HBAN,14.492774
SPOK,12.118936
CVGI,7.160614
GPX,12.5339775
CFR,91.57832
GRC,36.369694
RPT,13.503523
WGO,48.266266
SGU,9.319562
GLAD,9.76243
NIM,10.272864
ONCY,1.0949078
ACWI,75.54471
CXW,14.202032
THM,0.6030983
FCT,11.880715
FFBC,23.428455
TSN,85.747116
IGIB,57.508217
GJO,23.236868
AN,51.41692
FLR,17.516357
IDXX,257.76556
FELE,53.638233
STRA,136.46703
BPOPN,26.309944
PERI,5.106172
MTL,1.9229766
WINA,176.62239
RDCM,9.814411
RVP,1.4770384
CX,3.5589259
MT,17.345976
TESS,11.421822
BSBR,10.522158
TR,34.468178
HSBC,36.369694
IDRA,1.9229766
CPSH,1.0949078
NUW,16.264091
PTNR,4.406992
NVMI,34.220966
DWSN,2.4983745
CMCL,8.034695
DG,158.87872
IUSV,60.38892
TECH,215.38208
CHCI,1.9460388
EMKR,3.0164607
RFI,14.587917
RUSHA,43.82169
UNB,34.220966
GRBK,11.421822
NGG,56.87131
HZO,16.08046
BLKB,83.91339
DVY,101.12413
HLX,8.663585
BMTC,38.778816
FEM,24.336496
LCNB,17.940521
DLHC,4.0635505
AVA,46.10603
HHT,2.4295568
PHM,38.778816
MDRX,10.848224
RNET,5.77238
LZB,30.723108
RCG,1.548043
DRD,4.086224
SGMA,4.406992
RNWK,1.4770384
NOM,14.492774
CNC,59.635464
MNTA,15.342554
TLGT,0.64154124
NXC,15.059706
NRP,21.047113
TRXC,3.173611
INBK,22.165817
LYTS,5.106172
ANIX,3.5589259
TISI,16.319162
BICK,27.03519
CVM,7.5856943
PIY,7.594341
HTHT,34.586365
WPC,81.42401
SMBK,22.309109
EDF,12.5339775
FRO,10.522158
KMPR,72.764244
ARR,16.264091
ZGNX,46.81735
MD,26.666779
ARTNA,36.51145
GTS,17.69488
SHY,84.337524
GEC,3.2718165
SNGX,0.8971568
HSKA,92.57409
PRFZ,131.64523
FLXS,17.384996
MTH,66.64237
CTXS,112.78656
FTK,1.5687143
LKFN,46.81735
PRI,129.19751
LNDC,11.1922
ULTA,235.42113
PTH,86.039215
SBGI,35.21596
SJR,20.24522
MUE,12.5339775
FMAO,25.311888
JE,2.4983745
PFIN,6.716461
IGSB,52.846554
YORW,42.700542
HMY,3.173611
UZA,24.73678
NTIP,1.9460388
EVOL,1.0949078
PRU,92.664856
AXP,118.498604
MCF,3.0164607
STX,58.03396
TGH,8.860578
WAB,79.79962
MNRO,72.764244
TDY,347.54025
BCDA,3.5589259
FMO,6.716461
NYCB,11.880715
PEB,25.09333
WTI,4.406992
FOE,12.75777
JWN,37.15734
GGAL,12.75777
AEZS,0.8971568
AKAM,88.29423
COHR,151.22934
MUS,12.449973
SMMF,25.950392
INGR,81.64336
CYRN,1.548043
RBA,41.37624
MOS,17.992605
ZYXI,8.904848
DMO,20.529459
CUI,1.0949078
FPAY,1.5687143
EME,88.52801
CRIS,1.5687143
ARCC,17.764345
CHW,8.140222
ORCL,56.423817
CNXN,47.46871
LTM,10.9375
NSEC,12.929047
LONE,1.9460388
LM,37.699543
IRIX,2.4295568
NM,4.859477
COKE,268.42935
MANT,76.73676
NHS,11.421822
MAV,10.522158
MINI,37.381866
FCF,13.929863
AAXN,72.21894
JBLU,19.161009
NG,6.6657977
NUVA,71.219246
CPHC,12.449973
CVTI,13.5749855
EXAS,77.60592
ECPG,35.722054
NUM,13.918831
DISCA,32.710903
CMS,61.234547
CATC,79.10366
MAC,25.15977
MG,13.067153
DTUL,63.94123
ORI,22.06714
XTNT,1.9229766
LMST,16.058844
INFU,7.822074
LLEX,0.315285
TS,21.48907
GJP,22.165817
HRTX,24.646992
PPL,33.171124
WERN,36.47837
AMRC,16.234573
CSX,69.8668
IMAX,21.271585
PHG,45.17539
THRM,41.07694
EXEL,16.264091
TBI,22.92462
BCS,8.294522
HTD,26.680517
CCBG,29.07622
PACB,5.106172
FEO,13.037634
JRS,10.272864
GLDD,10.272864
ADUS,90.60011
MYRG,33.392136
NI,26.12587
CDR,2.4983745
GD,180.7171
UI,178.93076
GILT,8.294522
NYMX,1.9229766
NDSN,163.2194
TGTX,7.5856943
FLEX,11.880715
NFJ,12.449973
WRI,30.221722
EE,67.30391
PLUS,82.80555
SWKH,13.037634
MO,46.799034
TSU,16.05094
RNR,184.38477
ATVI,52.846554
TSBK,27.858047
TYL,290.18277
DISCK,30.113811
FOF,12.777169
EXK,1.9460388
PB,68.57547
SRCL,64.04809
SNMP,0.35497123
CYCCP,4.406992
CMT,3.0306897
WAL,51.41692
FMBI,20.976643
PATK,49.49934
ANH,3.52193
SSL,19.139282
CW,136.62448
EWZS,17.940521
NWL,18.556068
BGI,1.109551
EBMT,20.507732
DLX,49.955128
TGA,1.109551
AEO,14.522293
MUI,13.929863
NBW,13.595232
SM,8.663585
BHE,32.16424
CLWT,1.9460388
CUTR,37.214767
DSX,3.52193
UEC,0.8971568
COLB,38.778816
EOT,21.510202
DL,7.558428
CEL,2.860061
UMH,14.535994
VRNT,47.257397
UMPQ,16.08046
EXTR,6.6657977
BDJ,9.319562
NVG,15.815976
PAC,103.43837
PPT,5.106172
PFI,37.381866
CNTY,7.822074
TTC,76.829315
AOS,48.36497
SGEN,118.5528
GLQ,11.421822
EBIX,32.376633
SSNC,59.74256
BYD,29.894836
GTY,31.988857
UBA,22.95964
APOG,37.247562
UIHC,12.449973
ORBC,4.0635505
DIT,71.53104
TENX,1.3568734
STK,22.165817
CPST,3.5589259
EOS,16.98507
UCBI,30.221722
CVA,13.929863
MFD,9.814411
PCQ,20.24522
CRM,163.46286
OHI,40.321117
FDT,53.67132
SKM,23.201847
MSB,22.353891
MTW,16.234573
PAI,16.264091
XPL,0.35497123
ALGT,168.5212
INDY,37.730156
MBI,9.3559675
OCN,1.548043
FL,39.73808
FLAT,69.8668
QQQX,22.92462
BMY,55.555508
NCTY,1.109551
ASRVP,27.873426
HBIO,3.0164607
BDN,15.038091
GGG,47.554478
WPP,63.355022
CMCT,14.171121
BC,57.49013
INO,2.4541755
TJX,59.306503
