id,y
FOSL,7.1809893
INCY,88.827225
MIDD,114.779205
CZNC,26.296797
IRCP,11.817126
EVF,6.1330423
SUI,156.54143
IGC,0.8035714
UAVS,0.61513513
UUU,0.64678687
USLM,88.26762
TRC,16.07144
EVT,24.338026
ARAY,2.8584826
CIX,14.996194
ENB,36.73413
USIG,57.483612
PRAA,36.49765
MTEM,9.797484
SYX,20.965525
AMRS,3.6009789
GME,5.578807
IPAR,67.06883
GJS,20.474236
ESBK,14.382897
NXR,15.70775
NPK,85.72547
LGI,15.242628
GL,100.74118
JQC,7.1687417
VTWV,106.16237
RHP,84.187996
ANGO,15.242628
CHRW,75.26177
CPS,27.33939
CTIB,0.5883725
GLP,19.516642
BGG,5.81487
MAYS,33.188667
WRB,67.33081
CRMD,6.1154976
PTMN,1.9657029
DS,4.0027885
AVAV,58.503963
DXB,25.071459
IMO,24.727533
VTR,55.396526
CHKP,118.15032
XLNX,91.02524
PRIM,20.893528
AAWW,25.046991
RAND,2.8645725
JHX,19.69431
GLT,17.039198
AOD,8.251413
CPT,107.37071
EPD,26.296797
BCE,46.10249
AINV,15.242628
SB,1.5944681
CALM,42.732903
HAE,118.59914
IPHI,68.72494
GFY,16.255072
MLM,257.87863
UVSP,25.074884
REXN,1.9481583
IAG,3.5398028
SPGI,264.58524
PKX,47.255306
OSTK,7.620668
LMNR,18.51075
UEPS,3.6009789
SPB,61.079918
CLBS,2.8645725
CBZ,25.935791
GIM,5.7920537
ACWX,47.236732
JHI,16.760643
PTVCA,14.501487
SNOA,5.089138
CCU,18.447147
INFI,1.0936307
LRCX,261.81354
TRV,134.2207
CME,203.48743
MSD,9.3161
LOAN,6.1330423
OPY,27.796312
FNV,96.39105
GOL,16.783615
SEM,21.467186
HIFS,192.07652
EGOV,22.145248
AON,198.64674
SMH,129.11354
GLBS,1.3645875
ETV,14.382897
IRWD,11.910709
MGPI,45.978592
NOA,10.825307
FMS,36.67618
APA,23.186893
FRT,128.33423
YRCW,3.2702382
MBCN,24.714746
WYNN,118.38957
GDV,20.366287
URI,154.01585
JBSS,98.91689
CAH,54.680847
FMX,92.80187
RRC,3.9479115
UMBF,65.46474
BIO,356.17862
FCFS,78.53559
ASTE,37.60593
BHK,14.175076
PKG,109.19818
TNP,3.5264416
PLBC,25.151363
VVUS,2.8409379
WSR,13.5026455
BFC,68.42315
KFFB,7.2586555
JBT,106.18108
VONV,115.54292
LQDT,6.4426656
TSCO,96.29456
EA,98.98109
CEQP,31.154684
FFNW,14.175076
BBBY,12.128228
NEON,1.4669824
BASI,4.0913925
HPF,21.261793
WEX,194.96767
NTRS,105.75598
BCH,20.962582
EGF,12.767062
GPOR,2.8409379
GILD,64.057076
PSL,71.262085
BJRI,40.307636
AMRB,15.05465
ARLP,10.537616
CDMO,5.089138
IEC,7.776663
MBT,9.322189
GCAP,4.0687175
KEQU,15.755332
HFWA,27.211248
KW,22.046572
MOV,24.028822
TFC,54.12555
FTC,70.950066
KELYA,21.28505
SHBI,16.255072
CBPO,116.40373
ZBH,143.00755
CLDB,22.073893
JBHT,116.35934
ABIO,5.106683
CHNR,1.925096
MRCY,70.58125
PCM,11.186828
ZBRA,245.77336
PHD,10.4439
KIRK,1.3584977
ASPS,17.919966
SCL,96.06001
DQ,37.95911
MSN,0.8846323
CSFL,25.008446
CGEN,5.5173078
IIM,15.242628
BAX,81.67709
CMC,20.479109
PII,95.84107
QNST,15.769398
MPC,62.20475
CHD,68.57236
ETFC,42.478325
CMU,4.7315893
ELLO,12.953362
JEQ,7.5938168
FLWS,12.9265175
BREW,16.186434
TRS,30.24191
NOV,21.489634
DEI,42.71433
PYZ,59.33434
SCKT,1.5797106
PRCP,4.737679
CNA,42.4781
HLIT,8.048903
GFI,5.089138
RLH,3.2844691
ORAN,16.087984
THC,31.309494
BDC,52.82965
MGRC,71.450806
DXLG,1.4986522
BCLI,3.9473777
CHY,10.842852
MSGN,17.03908
OCC,3.276328
PTEN,8.8838415
ANTM,291.50403
EXPR,3.5264416
PFSW,3.6009789
PSCU,49.929344
EMD,13.5026455
RF,16.255072
EBF,19.697346
TGT,125.57457
LINC,1.5883783
LPX,29.299685
TWI,2.9210877
GDEN,17.828585
SRT,7.8301964
HAFC,19.256302
MGI,3.0148823
NRK,13.0367565
BLW,15.305205
H,78.22758
AEE,74.038445
PSTI,3.2148285
NYT,31.332993
BCO,90.93562
UONE,1.9717927
GLUU,5.106683
MFSF,38.910603
PNI,11.829671
ES,81.38055
CVI,44.38474
LIVE,8.055061
MLHR,47.46082
SMP,49.616814
PBBI,15.089421
TCFC,34.202553
HBCP,38.783253
MAGS,4.384874
SENEB,36.610756
SYK,202.51341
TGI,28.373913
AMAT,55.554684
MATX,36.79902
CAR,29.287922
DX,15.806955
MPWR,157.83017
BEN,26.720253
CDXC,3.6009789
WVFC,15.755228
ED,85.87613
MHE,13.5026455
CBLI,0.5883725
TEVA,10.23556
AER,59.802696
SAND,6.5383267
TUP,8.74567
FLUX,8.9832115
ABMD,178.83078
MGIC,10.256027
VPG,33.111786
POWI,90.921684
CBFV,27.8449
PTSI,58.065784
BBK,15.101702
AP,3.2702382
LMAT,35.364857
PSEC,6.1654034
MA,280.97787
CZWI,11.83576
SSD,79.46885
PMD,8.956928
CNQ,26.71006
ACOR,1.8872312
CBSH,66.35945
CPRX,4.4126315
RCKY,27.08601
PML,15.305205
HSII,29.329634
CLRO,1.5944681
TPR,25.897701
VMBS,52.812527
VRML,0.7974816
AAP,158.19345
NR,6.1330423
CXE,5.106683
LSBK,15.071194
MARK,0.64678687
HRL,42.0915
ZIXI,7.252566
BYM,13.594355
MITK,7.279417
BOCH,11.186828
TIF,124.24776
RFP,3.6070688
CATY,36.49765
RMT,7.8301964
SATS,41.914177
VCF,14.513167
BGY,5.572717
CQP,40.084167
BLDP,6.6784115
FBP,10.267708
CTRN,18.738403
LTC,44.872684
TATT,5.095002
LBTYK,21.569464
MHH,8.695306
BVN,15.075888
SAP,135.67278
UTX,146.75766
CBU,65.810265
FISI,31.33517
RPM,72.642296
JOE,17.396242
FHI,32.829227
FLT,290.92215
QADB,35.721985
PNR,43.598694
LOW,116.94444
MDP,34.1323
SSBI,12.108829
ARKR,19.719793
BTA,12.439866
GSM,0.5883725
RIG,4.7367196
WTBA,23.955257
PLPC,70.1059
PKBK,20.977205
PGC,30.173616
BMRA,3.0148823
XOM,68.45318
AROW,35.397987
DAL,55.542057
DUC,8.901386
GBL,17.000496
BAH,71.196495
NHTC,5.578807
SUP,2.9149978
TD,57.496094
DAC,5.838798
RDN,25.277222
NYV,13.9179535
AUTO,2.4610322
IFGL,28.809902
WSTG,13.906273
LL,8.625568
JMM,7.1687417
HRB,23.968044
CMTL,36.37669
FBIO,1.925096
MIND,2.4364135
FANH,25.345558
QDEL,66.30743
LSTR,108.665855
SGLB,0.90240246
SCHW,48.14848
GCBC,27.813179
SRCE,50.898556
EPM,4.964481
IP,44.426697
BCV,24.725523
LYG,3.0148823
NTUS,31.360504
MDC,38.10872
SYN,0.47592664
PFH,6.5279846
FFHL,3.5203516
KAMN,63.733967
CLM,10.331709
USB,59.33434
EIG,41.94186
ENDP,4.7520523
SCS,17.74379
TREE,367.84674
DMLP,16.886692
JOB,0.49347135
WIRE,56.485752
PME,1.4925624
TXN,116.372055
CLCT,26.341825
TVTY,22.051445
DRAD,3.0148823
NUE,54.144123
INDB,81.92831
BME,39.54171
CXDC,1.9309603
CTSH,62.856617
IEP,60.4417
SELF,4.0687175
QEP,3.2526934
MAIN,41.03768
AXTI,2.9969313
ESTE,4.3899565
KLIC,23.422602
AUDC,22.833378
CCI,129.59807
GJT,20.893528
OCFC,23.437136
CM,83.03798
MCRI,44.436504
RBBN,2.8584826
ADP,168.0546
ADES,10.45313
NRO,5.572717
OLED,192.00624
EFX,138.87497
BELFA,12.863753
RLI,96.47028
VER,9.330703
DFVS,26.120073
FSI,2.4610322
FRG,12.540414
ARNA,46.694424
KVHI,10.938217
PLM,0.3453627
BXC,12.627526
SKX,40.03791
NSP,73.43565
LBAI,16.255072
EVY,12.938339
JBR,5.7920537
AMSWA,15.795275
BGFV,2.4610322
VMO,12.108829
IUSG,65.0828
HSTM,27.796312
NGS,10.914583
RSSS,3.1720326
MFIN,6.4426656
KTP,6.6635833
IESC,20.484234
CYCC,0.5708278
VHI,1.9426407
AWK,118.80223
ITI,5.1127725
TRI,71.04635
TSG,23.89899
NATR,9.741419
VIAC,38.996937
RECN,15.05465
VNO,60.919266
OLN,16.812016
TRQ,0.47592664
SHI,27.175959
VC,93.36912
ENZL,52.715096
ARCB,28.340271
GES,17.919966
OPOF,28.65873
MIC,41.009773
PSCM,44.35471
KBWY,29.322142
CORE,26.679132
ATO,107.35903
NRT,5.5551724
INUV,0.36182088
VKQ,12.108829
HMN,42.732677
UNT,0.77993685
TXMD,2.8409379
UNH,274.97964
EMAN,0.3629074
CVV,3.5456672
CNBKA,86.153496
KB,38.95764
STL,20.474236
BLDR,24.995562
EDAP,4.8599877
CTBI,43.44593
MHK,140.31941
CHT,37.35165
FMK,37.192337
MFV,6.1654034
WM,110.09993
CTB,27.182701
BANF,58.065784
GATX,81.82469
UBP,17.74379
EYPT,1.3910863
ATI,22.833378
DHX,3.1720326
NVEC,62.231567
TNAV,5.5610366
EXPE,96.45694
CAI,23.968044
BYFC,1.5557573
MFM,7.1687417
IDA,105.7443
CEE,26.123499
GNW,4.0687175
BUD,79.343025
DVN,22.405684
TCX,54.4782
AMX,15.783556
FNHC,14.514595
GT,15.755332
HIBB,28.671516
KEM,26.838518
RAVN,34.036846
TRNO,55.572086
VBFC,35.035774
WYY,0.3629074
CXH,9.594426
AJRD,42.832115
FBHS,62.393486
GEN,1.5883783
RTH,118.38957
VIV,12.943061
LVS,59.538654
TCBK,37.930656
EBS,51.284016
SAIA,93.694145
AWF,11.829671
QQXT,56.410366
ASM,0.5708278
JAN,2.4610322
DRH,9.83579
PCYO,12.439866
CFFN,13.934497
NEO,24.275063
TGNA,15.071194
UAMY,0.49347135
UNF,205.40958
XRAY,56.786304
AHPI,1.0823829
HCCI,29.015972
TWIN,10.256027
CPE,3.583434
DSPG,13.964729
MPV,16.271616
USAK,7.1687417
ASA,11.956049
NSL,5.572717
ESE,85.79402
PRTK,2.9973376
ENV,65.20039
PYT,20.893528
ITRI,79.80137
NKG,12.439866
WASH,50.898556
BANFP,26.296797
ICE,93.58132
BTG,3.502807
GEOS,14.324441
RLGT,5.106683
SHIP,0.4995612
XXII,1.1172651
AIN,83.27369
PUI,33.152836
MLI,30.709694
GJH,9.83579
SPPI,8.683919
CNOB,24.727533
VMW,165.88704
DBI,16.087984
L,50.853336
KEY,18.711082
GUT,7.5768924
INFY,9.594426
PGR,71.12052
ABEO,2.4434874
AMAG,10.499241
KO,52.027542
CAMP,10.449989
NNI,61.221897
IDN,6.6784115
DY,47.67707
DXF,1.4786627
CUK,41.05673
HST,16.760643
PIZ,27.205158
LOPE,84.52318
PPIH,8.848598
TAIT,2.467122
TER,62.13367
AKG,0.89631265
PZZA,61.17274
MVO,5.5551724
AMT,209.3282
CORV,2.4188688
NUAN,17.680737
LORL,34.25514
GOGL,5.578807
PMT,22.309786
SAFM,158.13716
ACU,22.321642
EHI,9.352501
JBN,6.1330423
EC,17.923653
GCV,5.572717
GBR,1.3409531
NHI,77.08341
MRO,12.101738
IJT,180.76302
NAZ,13.0367565
MUA,15.05465
WSFS,43.835476
SENEA,36.52768
GLNG,12.485039
MYJ,15.05465
PBH,37.32801
SSYS,18.791208
HII,245.99594
NTES,296.0066
RCS,8.901386
KTN,31.354506
SSKN,2.4610322
PRN,67.29217
SOHU,10.267708
PLX,2.4056225
PICO,10.932128
TOWN,27.205158
HCSG,24.727533
CHA,39.118
AG,10.499241
MYC,13.9179535
AVNW,13.950361
MLR,36.328087
TTGT,28.99568
AXE,85.87038
ETR,115.64243
ICUI,188.91747
REFR,3.5264416
GOF,18.494205
SCD,13.5026455
FXNC,19.719793
PFIS,48.264618
NKE,92.73768
CNSL,4.074807
ABM,37.288055
PACW,37.31763
DXR,9.352501
FNCB,8.148343
PTR,46.936607
TLRD,4.8660774
REG,63.479843
CFBK,13.594355
DSWL,2.4906368
AMTD,47.4165
IO,8.839566
PCH,41.983105
PPG,124.66916
KMX,97.70913
FSP,8.251413
INWK,4.7542644
CROX,34.18322
NBY,0.60927075
PRO,57.66791
ACGL,41.02765
OVBC,37.27492
SPNS,22.133568
FAST,35.62774
LPTH,0.64069706
VKI,10.932128
VZ,59.351463
VGR,12.125372
ALV,81.39561
REX,91.57511
ISIG,0.89522606
BWEN,1.5496675
CNI,89.335785
PEY,17.930742
RCI,46.743027
IMV,2.4188688
COO,305.31015
LAWS,49.152874
ITGR,74.44416
HTBK,12.108829
DGII,18.373224
TREC,7.8363543
GIII,28.231411
DPZ,284.04422
CSCO,44.572865
ERJ,17.006117
HYB,8.701464
MMT,5.7920537
NTP,8.968609
LCI,8.698522
CAJ,26.787058
VBF,20.270912
NMY,13.0367565
DMRC,31.709959
CTAS,252.08473
MSCI,254.78218
SGC,13.083532
SHLO,3.953776
PTE,3.116623
ICCC,4.8599877
DXC,34.5843
FLL,3.1720326
NKTR,20.958445
SNFCA,5.106683
NEM,37.8956
CIR,42.68642
TPZ,15.270956
MTSL,1.1172651
TBBK,10.842852
HSC,22.046572
ATHE,1.0765187
CAF,20.485012
SEAC,3.5634375
TECK,15.70775
LUV,56.616035
BRID,25.071459
GTIM,1.5883783
ESCA,10.522875
FSLR,54.676834
NMI,11.179958
RP,54.77367
KMT,33.15185
ATRS,4.9593506
R,50.886875
ANIK,57.602753
TWO,13.933818
B,59.36437
DDF,13.964729
INVE,5.1127725
VEON,2.4425035
CCL,43.494534
GLBZ,11.365944
EBAY,35.002644
TREX,85.736565
NHLD,2.8584826
SNN,43.584282
GPS,16.777187
NNY,10.267708
UFS,36.423542
HAYN,35.72221
LAKE,10.256027
TMDI,0.7974816
COLM,91.02524
UBCP,12.108829
BHP,49.54673
NWBI,16.255072
SA,12.101738
HUM,334.85043
NZF,15.806955
HOLX,49.917664
AGM,79.59399
GSAT,0.4219668
LHX,199.04489
NYMT,5.7920537
SPSC,56.350903
STT,72.95364
TTMI,12.863753
THTX,2.9973376
HCHC,1.9657029
SU,30.709694
DSS,0.35122707
NEPH,8.048972
MNKD,1.0936307
EMR,73.03973
LII,248.33742
AVK,14.557187
HA,30.623955
MYN,12.917288
USA,6.39765
STBA,37.334526
HMG,12.917288
CRT,7.8126516
ZIOP,4.7140446
MRVL,25.965496
HHS,3.2691517
GNTX,27.908867
PIE,18.589365
GPC,102.693695
CYAN,2.4610322
FAM,10.516786
WEC,88.43834
MICR,2.4364135
PAG,50.886875
DFVL,72.76024
TG,20.893528
FORD,1.123668
MERC,11.87675
FWRD,69.48237
EXPD,75.07244
SCCO,37.32801
AKRX,3.9705863
FGB,5.572717
LECO,91.60669
DRI,114.476295
AIRT,22.1228
HURN,65.720535
SLP,34.035385
VRTX,200.39955
SIFY,1.3584977
FLS,48.264618
CAL,22.067818
KIM,20.474236
DOOR,68.32174
BAM,56.574986
AHT,2.4610322
HRZN,11.9178
SITC,14.525057
TCBI,57.483612
VALU,27.06439
ENLC,4.8599877
TWMC,2.8645725
LAZ,37.31763
VECO,13.537741
CERN,68.97209
BLE,15.05465
ETM,4.413591
USEG,3.583434
ETH,17.049868
WTT,1.304964
SKYW,61.18847
ABG,109.90966
BKD,7.1687417
CARV,2.8645725
DGICB,12.456815
GYC,22.354568
BMRC,44.784927
BMO,75.00904
MMAC,32.317856
NAII,8.048972
TLF,5.106683
TTI,1.3409531
CODI,22.145248
UPS,118.55329
FAF,62.077145
BKT,5.7920537
NJV,13.594355
VTN,13.594355
SPXC,47.485218
EBSB,19.53909
SNPS,136.04434
PSCD,60.84008
CVCY,20.474236
RRGB,26.173851
CUZ,39.04294
C,74.273705
BVSN,2.4493518
TROX,10.932266
NUV,10.4439
ONEQ,334.5317
IGR,7.5938168
CHCO,79.04624
CHIC,22.83808
ASGN,65.16486
BND,83.91452
GLO,8.968609
MCK,152.74608
PRGS,40.998093
FTCS,58.503017
CMI,179.30693
HOV,20.332615
CWBC,10.516786
TQQQ,74.06869
SMG,99.121925
CTL,14.504043
HLF,44.76568
KBH,34.158833
VMC,138.98889
BPOP,54.142986
ESP,21.477953
RES,3.5398028
GVA,25.927406
SLGN,30.634851
UUUU,1.9657029
MIY,13.594355
GRF,7.8301964
MHD,16.858557
DFS,83.76386
IFEU,38.76468
RIBT,2.4610322
GE,11.449496
ORRF,21.489634
ONCS,1.9481583
CIGI,70.980095
GPN,175.58087
ALCO,33.39242
DIOD,44.77261
TRMK,34.036846
PPC,30.667982
VGZ,0.6231523
RUSHB,43.40587
VVI,62.082985
EPR,69.70875
PROV,21.516954
SLAB,103.93127
CRY,24.229193
SYNL,13.038544
FCN,106.16237
ROIC,17.396242
PWR,41.90761
TDC,26.750366
ECHO,19.170914
WSBF,17.93715
FLO,21.251017
GAB,5.7920537
SOHO,6.1330423
CUBA,5.7920537
BGR,10.842852
ANF,15.724294
AES,18.687788
K,63.42014
PRFT,41.528076
CASY,173.09485
BRFS,8.14282
CLGX,39.998047
RDWR,23.409815
ASRV,4.101914
ALXN,111.84609
PYX,8.069665
CEO,150.68414
TPC,15.373048
SGMO,9.78038
MU,46.052235
HPI,22.078594
OBE,0.5708278
MMYT,25.264435
MCHP,91.707985
YUM,97.51212
EEFT,154.20442
GRIF,38.10919
MTX,52.842556
ALGN,272.2035
KLAC,158.9293
IBOC,41.35975
BKN,15.242628
GRA,67.3222
OFIX,44.36771
CNS,65.60505
DHI,53.83863
ODP,2.4364135
TOT,52.396202
TAP,51.291443
INFN,6.436742
ETG,16.976048
FBIZ,24.32725
MTT,20.904305
NBIX,114.25455
CRF,10.267708
MTG,13.922137
INOD,1.3584977
ACLS,20.881847
UHS,139.0805
NTZ,1.4786627
LCII,102.705376
PSCI,69.602486
VTHR,139.99399
QRTEA,9.322189
MTR,7.235021
VTWG,148.3134
MCN,6.1330423
NRIM,37.244114
GIB,81.47575
COG,16.31013
CBOE,124.05916
JMP,3.2702382
MHN,13.5026455
NOVT,86.21769
CTHR,1.4847525
XEL,60.384262
CBRE,55.2406
GNMK,5.572717
HEES,33.133503
AVB,209.3282
CECE,7.836286
TACT,11.186048
ASRT,0.77993685
MHI,11.870661
VERU,1.9481583
HOVNP,4.025463
PCF,8.251413
JPC,9.83579
TCI,33.34852
SHOO,42.401814
TLK,28.814543
ASB,21.251017
CGA,3.276328
SJT,2.4188688
STAA,37.09113
KWR,146.3042
TTNP,0.2678117
ALNY,107.001076
DXCM,219.68451
DGX,105.7443
MAN,91.542496
T,37.367958
NAVB,0.7974816
STRL,13.993057
GTLS,52.965725
UL,58.054104
SUNW,1.1172651
HJV,6.1330423
GPRE,15.295976
CSGP,586.023
SIGI,64.33457
LLY,115.39705
PRGO,48.721443
CVX,118.27319
ACTG,3.0209723
DVA,72.426575
NIE,22.057348
WLTW,188.57188
FTF,8.968609
MSI,165.59192
ROST,111.87757
VPV,13.493416
MSEX,61.17614
LMNX,20.506681
TXT,46.040554
EAT,43.496773
QUIK,3.988131
VMM,12.917288
HUBG,51.38244
DSGX,42.420162
IFV,19.549866
FAD,74.99657
HBAN,14.496729
SPOK,12.125372
CVGI,7.1687417
GPX,12.52387
CFR,91.542496
GRC,36.40497
RPT,13.5026455
WGO,48.236237
SGU,9.3161
GLAD,9.765053
NIM,10.267708
ONCY,1.0765187
ACWI,75.53405
CXW,14.205987
THM,0.5708278
FCT,11.829671
FFBC,23.409815
TSN,85.736565
IGIB,57.483612
GJO,23.218227
AN,51.404297
FLR,17.495802
IDXX,257.22485
FELE,53.667324
STRA,136.63159
BPOPN,26.296797
PERI,5.106683
MTL,1.9487305
WINA,176.94675
RDCM,9.841879
RVP,1.4786627
CX,3.6070688
MT,17.361414
TESS,11.433731
BSBR,10.516786
TR,34.449764
HSBC,36.423542
IDRA,1.8872312
CPSH,1.1001531
NUW,16.255072
PTNR,4.413591
NVMI,34.251156
DWSN,2.4434874
CMCL,8.0252695
DG,158.81555
IUSV,60.362514
TECH,202.13994
CHCI,1.9657029
EMKR,3.0148823
RFI,14.557187
RUSHA,43.795414
UNB,34.202553
GRBK,11.407605
NGG,56.941315
HZO,16.07144
BLKB,83.978714
DVY,101.14525
HLX,8.683919
BMTC,38.76468
FEM,24.338026
LCNB,17.909828
DLHC,4.101914
AVA,46.073685
HHT,2.4364135
PHM,38.76468
MDRX,10.842852
RNET,5.7981434
LZB,30.704996
RCG,1.5496675
DRD,4.073848
SGMA,4.3539677
RNWK,1.4786627
NOM,14.496729
CNC,59.678425
MNTA,15.288578
TLGT,0.6231523
NXC,15.082978
NRP,21.077005
TRXC,3.1720326
INBK,22.166494
LYTS,5.106683
ANIX,3.5456672
TISI,16.289658
BICK,27.03282
CVM,7.5384073
PIY,7.597654
HTHT,34.56795
WPC,81.435486
SMBK,22.28854
EDF,12.52387
FRO,10.522875
KMPR,72.82443
ARR,16.255072
ZGNX,46.789974
MD,26.663944
ARTNA,36.49765
GTS,17.650314
SHY,84.33865
GEC,3.2585578
SNGX,0.8787679
HSKA,92.661644
PRFZ,131.60065
FLXS,17.367842
MTH,66.631035
CTXS,112.91982
FTK,1.5883783
LKFN,46.79649
PRI,129.11354
LNDC,11.186828
ULTA,232.08658
PTH,86.00284
SBGI,35.258987
SJR,20.310972
MUE,12.52387
FMAO,25.305769
JE,2.4493518
PFIN,6.7129083
IGSB,52.812527
YORW,42.685947
HMY,3.1544878
UZA,24.7444
NTIP,1.9717927
EVOL,1.0940633
PRU,92.62903
AXP,118.38957
MCF,2.9973376
STX,58.06903
TGH,8.857111
WAB,79.78023
MNRO,72.74856
TDY,346.85318
BCDA,3.5455694
FMO,6.724589
NYCB,11.887204
PEB,25.07377
WTI,4.3612394
FOE,12.735982
JWN,37.181335
GGAL,12.747663
AEZS,0.8787679
AKAM,87.574875
COHR,150.08058
MUS,12.439866
SMMF,25.927406
INGR,81.72445
CYRN,1.5379871
RBA,41.32662
MOS,18.000092
ZYXI,8.901386
DMO,20.517458
CUI,1.1001531
FPAY,1.5883783
EME,88.462494
CRIS,1.5329689
ARCC,17.754566
CHW,8.148343
ORCL,56.428715
CNXN,47.45706
LTM,10.932128
NSEC,12.928169
LONE,1.9481583
LM,37.68281
IRIX,2.4364135
NM,4.8660774
COKE,269.72293
MANT,76.742424
NHS,11.461177
MAV,10.516786
MINI,37.39776
FCF,13.933818
AAXN,72.20363
JBLU,19.141174
NG,6.6563807
NUVA,71.103935
CPHC,12.428185
CVTI,13.577749
EXAS,77.69334
ECPG,35.703636
NUM,13.9179535
DISCA,32.724415
CMS,61.16446
CATC,79.04624
MAC,25.14021
MG,13.065084
DTUL,63.92769
ORI,22.056137
XTNT,1.8872312
LMST,16.043112
INFU,7.8301964
LLEX,0.30567646
TS,21.516954
GJP,22.156025
HRTX,24.651712
PPL,33.121822
WERN,36.464573
AMRC,16.226744
CSX,69.83538
IMAX,21.239336
PHG,45.17288
THRM,41.062344
EXEL,16.255072
TBI,22.90598
BCS,8.245255
HTD,26.678146
CCBG,29.063072
PACB,5.019106
FEO,13.027527
JRS,10.267708
GLDD,10.267708
ADUS,90.61723
MYRG,33.373848
NI,26.101042
CDR,2.4610322
GD,181.18588
UI,190.51643
GILT,8.257503
NYMX,1.9426407
NDSN,163.55328
TGTX,7.576272
FLEX,11.776136
NFJ,12.439866
WRI,30.217562
EE,67.28049
PLUS,82.9384
SWKH,13.015846
MO,46.79425
TSU,16.059656
RNR,184.41666
ATVI,52.848312
TSBK,27.861767
TYL,291.90524
DISCK,30.13827
FOF,12.767062
EXK,1.9481583
PB,68.58404
SRCL,64.010414
SNMP,0.3453627
CYCCP,4.3899565
CMT,3.058718
WAL,51.415977
FMBI,20.977205
PATK,49.461876
ANH,3.5203516
SSL,19.122414
CW,136.83632
EWZS,17.930742
NWL,18.58707
BGI,1.1172651
EBMT,20.484234
DLX,49.929344
TGA,1.0936307
AEO,14.5416
MUI,13.933818
NBW,13.594355
SM,8.683919
BHE,32.10713
CLWT,1.9717927
CUTR,37.19804
DSX,3.5264416
UEC,0.8787679
COLB,38.76468
EOT,21.521656
DL,7.5665503
CEL,2.8645725
UMH,14.513167
VRNT,46.899235
UMPQ,16.087984
EXTR,6.680015
BDJ,9.3161
NVG,15.806955
PAC,103.38766
PPT,5.106683
PFI,37.36773
CNTY,7.8301964
TTC,76.80698
AOS,48.362656
SGEN,118.545166
GLQ,11.427642
EBIX,32.145348
SSNC,59.74566
BYD,29.918976
GTY,32.00061
UBA,22.941
APOG,37.22554
UIHC,12.428185
ORBC,4.1080036
DIT,71.52704
TENX,1.3584977
STK,22.156025
CPST,3.5892985
EOS,16.976048
UCBI,30.217562
CVA,13.922137
MFD,9.83579
PCQ,20.270912
CRM,163.74396
OHI,40.307163
FDT,53.637295
SKM,23.210527
MSB,22.33701
MTW,16.226744
PAI,16.255072
XPL,0.3453627
ALGT,168.31024
INDY,37.716015
MBI,9.34082
OCN,1.5496675
FL,39.77273
FLAT,69.84405
QQQX,22.916756
BMY,55.53554
NCTY,1.1111753
ASRVP,27.86028
HBIO,2.9273062
BDN,15.05465
